Job_id,department,job_level,job_role,business_travel,business_travel_cat,distance_home,overtime,standard_hours
905,Research & Development,director,Research Director,2,rarely,1,No,80
906,Research & Development,manager,Research Director,2,rarely,1,No,80
907,Research & Development,associate,Research Scientist,2,rarely,20,No,80
908,Sales,director,Manager,2,rarely,5,No,80
909,Sales,specialist,Sales Executive,2,rarely,10,Yes,80
910,Research & Development,associate,Research Scientist,2,rarely,25,Yes,80
911,Research & Development,associate,Research Scientist,2,rarely,1,No,80
912,Sales,associate,Sales Representative,3,frequently,24,Yes,80
913,Research & Development,associate,Research Scientist,2,rarely,4,Yes,80
914,Sales,director,Manager,2,rarely,2,Yes,80
915,Research & Development,manager,Healthcare Representative,1,non travel,8,Yes,80
916,Research & Development,associate,Laboratory Technician,3,frequently,10,No,80
917,Sales,director,Manager,2,rarely,4,No,80
918,Sales,analyst,Sales Executive,2,rarely,2,Yes,80
919,Sales,director,Manager,3,frequently,9,Yes,80
920,Research & Development,specialist,Manufacturing Director,2,rarely,18,No,80
921,Research & Development,analyst,Laboratory Technician,3,frequently,19,No,80
922,Research & Development,associate,Laboratory Technician,3,frequently,1,Yes,80
923,Research & Development,director,Manager,2,rarely,4,No,80
924,Human Resources,analyst,Human Resources,3,frequently,11,No,80
925,Research & Development,associate,Research Scientist,2,rarely,6,Yes,80
926,Research & Development,analyst,Research Scientist,2,rarely,7,Yes,80
927,Sales,specialist,Sales Executive,2,rarely,4,No,80
928,Research & Development,analyst,Manufacturing Director,2,rarely,2,Yes,80
929,Research & Development,specialist,Healthcare Representative,2,rarely,15,No,80
930,Research & Development,associate,Laboratory Technician,3,frequently,2,Yes,80
931,Research & Development,associate,Laboratory Technician,3,frequently,6,No,80
932,Research & Development,analyst,Manufacturing Director,1,non travel,9,Yes,80
933,Research & Development,associate,Laboratory Technician,2,rarely,7,Yes,80
934,Research & Development,associate,Research Scientist,2,rarely,1,No,80
935,Research & Development,associate,Research Scientist,2,rarely,1,No,80
936,Sales,analyst,Sales Executive,2,rarely,8,No,80
937,Research & Development,director,Manager,3,frequently,25,No,80
938,Research & Development,manager,Manager,2,rarely,13,Yes,80
939,Research & Development,associate,Research Scientist,2,rarely,23,No,80
940,Research & Development,analyst,Laboratory Technician,2,rarely,7,No,80
941,Research & Development,associate,Research Scientist,2,rarely,23,No,80
942,Research & Development,analyst,Laboratory Technician,2,rarely,6,No,80
943,Research & Development,specialist,Healthcare Representative,2,rarely,10,No,80
944,Human Resources,associate,Human Resources,2,rarely,1,No,80
945,Research & Development,analyst,Laboratory Technician,1,non travel,1,No,80
946,Research & Development,manager,Research Director,2,rarely,28,Yes,80
947,Sales,specialist,Sales Executive,2,rarely,25,Yes,80
948,Sales,specialist,Sales Executive,2,rarely,5,Yes,80
949,Research & Development,specialist,Manager,2,rarely,17,Yes,80
950,Research & Development,analyst,Manufacturing Director,2,rarely,18,No,80
951,Sales,specialist,Sales Executive,1,non travel,2,Yes,80
952,Sales,analyst,Sales Executive,1,non travel,10,No,80
953,Sales,associate,Sales Representative,3,frequently,1,Yes,80
954,Research & Development,associate,Laboratory Technician,2,rarely,3,No,80
955,Research & Development,manager,Manager,1,non travel,2,Yes,80
956,Research & Development,director,Manager,2,rarely,2,No,80
957,Human Resources,director,Manager,2,rarely,8,No,80
958,Research & Development,associate,Research Scientist,1,non travel,16,No,80
959,Research & Development,specialist,Healthcare Representative,2,rarely,9,No,80
960,Research & Development,analyst,Research Scientist,2,rarely,2,No,80
961,Sales,analyst,Sales Executive,3,frequently,1,No,80
962,Research & Development,analyst,Research Scientist,3,frequently,4,Yes,80
963,Human Resources,manager,Manager,2,rarely,5,Yes,80
964,Sales,analyst,Sales Executive,2,rarely,2,No,80
965,Sales,analyst,Sales Executive,2,rarely,15,No,80
966,Research & Development,associate,Laboratory Technician,2,rarely,19,No,80
967,Research & Development,specialist,Manufacturing Director,2,rarely,7,Yes,80
968,Research & Development,associate,Laboratory Technician,2,rarely,1,No,80
969,Sales,analyst,Sales Executive,3,frequently,7,No,80
970,Research & Development,specialist,Manufacturing Director,2,rarely,4,No,80
971,Sales,associate,Sales Representative,2,rarely,11,No,80
972,Research & Development,manager,Manufacturing Director,2,rarely,11,No,80
973,Research & Development,associate,Laboratory Technician,1,non travel,1,No,80
974,Research & Development,analyst,Laboratory Technician,2,rarely,1,No,80
975,Sales,analyst,Sales Executive,3,frequently,2,No,80
976,Sales,manager,Sales Executive,2,rarely,13,Yes,80
977,Research & Development,manager,Manufacturing Director,2,rarely,23,Yes,80
978,Research & Development,associate,Research Scientist,1,non travel,26,No,80
979,Research & Development,analyst,Healthcare Representative,2,rarely,2,No,80
980,Research & Development,analyst,Laboratory Technician,2,rarely,29,No,80
981,Sales,associate,Sales Representative,3,frequently,2,No,80
982,Sales,analyst,Sales Executive,3,frequently,18,Yes,80
983,Research & Development,associate,Research Scientist,3,frequently,7,No,80
984,Research & Development,analyst,Healthcare Representative,2,rarely,2,No,80
985,Sales,analyst,Sales Executive,2,rarely,26,No,80
986,Research & Development,analyst,Manufacturing Director,2,rarely,22,Yes,80
987,Sales,analyst,Sales Executive,2,rarely,21,Yes,80
988,Sales,specialist,Sales Executive,3,frequently,2,No,80
989,Research & Development,analyst,Research Scientist,3,frequently,22,Yes,80
990,Research & Development,associate,Research Scientist,2,rarely,4,Yes,80
991,Sales,analyst,Sales Executive,3,frequently,5,No,80
992,Sales,analyst,Sales Executive,2,rarely,2,Yes,80
993,Research & Development,specialist,Healthcare Representative,1,non travel,25,No,80
994,Sales,analyst,Sales Executive,2,rarely,18,No,80
995,Research & Development,manager,Manufacturing Director,3,frequently,28,Yes,80
996,Research & Development,analyst,Research Scientist,2,rarely,6,Yes,80
997,Sales,analyst,Sales Executive,2,rarely,10,Yes,80
998,Research & Development,associate,Research Scientist,2,rarely,17,Yes,80
999,Research & Development,associate,Research Scientist,2,rarely,2,No,80
1000,Human Resources,manager,Manager,2,rarely,10,No,80
1001,Research & Development,associate,Laboratory Technician,2,rarely,8,No,80
1002,Research & Development,associate,Laboratory Technician,2,rarely,11,No,80
1003,Research & Development,specialist,Manufacturing Director,3,frequently,18,No,80
1004,Research & Development,associate,Laboratory Technician,2,rarely,1,No,80
1005,Research & Development,associate,Laboratory Technician,2,rarely,7,No,80
1006,Human Resources,specialist,Human Resources,2,rarely,17,No,80
1007,Research & Development,analyst,Laboratory Technician,3,frequently,28,No,80
1008,Research & Development,specialist,Healthcare Representative,3,frequently,14,Yes,80
1009,Research & Development,manager,Research Director,2,rarely,1,No,80
1010,Research & Development,director,Research Director,2,rarely,1,Yes,80
1011,Research & Development,manager,Research Director,2,rarely,1,No,80
1012,Sales,analyst,Sales Executive,2,rarely,3,Yes,80
1013,Sales,associate,Sales Representative,3,frequently,1,No,80
1014,Sales,analyst,Sales Executive,2,rarely,7,No,80
1015,Research & Development,manager,Research Director,2,rarely,8,No,80
1016,Research & Development,associate,Research Scientist,3,frequently,1,No,80
1017,Research & Development,associate,Research Scientist,2,rarely,8,No,80
1018,Research & Development,associate,Laboratory Technician,2,rarely,11,No,80
1019,Research & Development,analyst,Laboratory Technician,2,rarely,4,No,80
1020,Sales,analyst,Sales Executive,2,rarely,16,No,80
1021,Research & Development,associate,Research Scientist,2,rarely,1,No,80
1022,Sales,associate,Sales Representative,2,rarely,9,No,80
1023,Research & Development,associate,Laboratory Technician,1,non travel,5,No,80
1024,Research & Development,associate,Research Scientist,2,rarely,1,No,80
1025,Research & Development,manager,Research Director,2,rarely,2,No,80
1026,Sales,analyst,Sales Executive,2,rarely,4,Yes,80
1027,Sales,analyst,Sales Executive,2,rarely,7,No,80
1028,Research & Development,associate,Laboratory Technician,2,rarely,1,No,80
1029,Research & Development,associate,Research Scientist,2,rarely,5,Yes,80
1030,Research & Development,analyst,Laboratory Technician,1,non travel,9,No,80
1031,Sales,specialist,Sales Executive,2,rarely,8,No,80
1032,Sales,specialist,Sales Executive,2,rarely,9,No,80
1033,Research & Development,associate,Laboratory Technician,1,non travel,2,Yes,80
1034,Research & Development,specialist,Manufacturing Director,3,frequently,1,No,80
1035,Research & Development,specialist,Healthcare Representative,2,rarely,20,Yes,80
1036,Human Resources,associate,Human Resources,2,rarely,8,No,80
1037,Research & Development,associate,Laboratory Technician,3,frequently,2,Yes,80
1038,Research & Development,specialist,Manufacturing Director,2,rarely,29,Yes,80
1039,Sales,analyst,Sales Executive,2,rarely,7,No,80
1040,Human Resources,associate,Human Resources,2,rarely,9,No,80
1041,Research & Development,specialist,Research Director,1,non travel,8,No,80
1042,Sales,analyst,Sales Executive,2,rarely,5,No,80
1043,Research & Development,associate,Laboratory Technician,1,non travel,5,No,80
1044,Research & Development,manager,Research Director,2,rarely,2,No,80
1045,Research & Development,analyst,Healthcare Representative,2,rarely,5,No,80
1046,Research & Development,associate,Research Scientist,2,rarely,2,No,80
1047,Research & Development,associate,Research Scientist,2,rarely,20,No,80
1048,Sales,analyst,Sales Executive,3,frequently,7,No,80
1049,Sales,analyst,Sales Executive,2,rarely,3,No,80
1050,Sales,analyst,Sales Executive,2,rarely,16,No,80
1051,Research & Development,associate,Laboratory Technician,3,frequently,9,No,80
1052,Sales,analyst,Sales Executive,3,frequently,1,No,80
1053,Research & Development,associate,Research Scientist,1,non travel,7,No,80
1054,Research & Development,analyst,Research Scientist,2,rarely,1,No,80
1055,Research & Development,specialist,Healthcare Representative,2,rarely,7,No,80
1056,Research & Development,manager,Research Director,3,frequently,15,No,80
1057,Sales,associate,Sales Representative,3,frequently,1,No,80
1058,Sales,analyst,Sales Executive,3,frequently,13,No,80
1059,Sales,analyst,Sales Executive,2,rarely,24,Yes,80
1060,Sales,associate,Sales Representative,2,rarely,7,No,80
1061,Research & Development,associate,Laboratory Technician,3,frequently,9,Yes,80
1062,Sales,associate,Sales Representative,1,non travel,13,No,80
1063,Research & Development,specialist,Manufacturing Director,3,frequently,2,Yes,80
1064,Sales,analyst,Sales Executive,2,rarely,19,No,80
1065,Human Resources,associate,Human Resources,2,rarely,1,No,80
1066,Research & Development,analyst,Healthcare Representative,2,rarely,4,Yes,80
1067,Research & Development,associate,Laboratory Technician,2,rarely,4,No,80
1068,Sales,analyst,Sales Executive,2,rarely,14,Yes,80
1069,Research & Development,associate,Laboratory Technician,3,frequently,2,No,80
1070,Research & Development,associate,Research Scientist,2,rarely,1,No,80
1071,Sales,analyst,Sales Executive,3,frequently,7,No,80
1072,Research & Development,analyst,Laboratory Technician,2,rarely,3,No,80
1073,Research & Development,associate,Laboratory Technician,3,frequently,2,No,80
1074,Research & Development,analyst,Manufacturing Director,2,rarely,29,No,80
1075,Research & Development,analyst,Healthcare Representative,2,rarely,8,Yes,80
1076,Research & Development,specialist,Manager,2,rarely,10,No,80
1077,Research & Development,manager,Manager,3,frequently,11,No,80
1078,Research & Development,associate,Research Scientist,2,rarely,1,No,80
1079,Research & Development,manager,Research Director,2,rarely,28,No,80
1080,Research & Development,specialist,Manufacturing Director,2,rarely,6,No,80
1081,Sales,manager,Manager,2,rarely,3,No,80
1082,Research & Development,specialist,Healthcare Representative,2,rarely,16,No,80
1083,Research & Development,analyst,Laboratory Technician,2,rarely,20,No,80
1084,Research & Development,associate,Laboratory Technician,2,rarely,9,No,80
1085,Sales,specialist,Sales Executive,2,rarely,1,Yes,80
1086,Research & Development,associate,Research Scientist,3,frequently,3,No,80
1087,Research & Development,manager,Research Director,3,frequently,22,Yes,80
1088,Sales,associate,Sales Representative,2,rarely,7,Yes,80
1089,Research & Development,associate,Laboratory Technician,2,rarely,2,No,80
1090,Research & Development,analyst,Research Scientist,2,rarely,13,No,80
1091,Research & Development,analyst,Healthcare Representative,2,rarely,8,No,80
1092,Research & Development,analyst,Manufacturing Director,2,rarely,25,No,80
1093,Research & Development,associate,Research Scientist,2,rarely,28,No,80
1094,Research & Development,specialist,Healthcare Representative,3,frequently,2,Yes,80
1095,Sales,analyst,Sales Executive,2,rarely,9,No,80
1096,Research & Development,analyst,Laboratory Technician,2,rarely,28,Yes,80
1097,Human Resources,manager,Manager,2,rarely,6,Yes,80
1098,Research & Development,associate,Laboratory Technician,2,rarely,21,No,80
1099,Research & Development,analyst,Healthcare Representative,1,non travel,8,Yes,80
1100,Research & Development,specialist,Healthcare Representative,2,rarely,1,No,80
1101,Sales,associate,Sales Representative,2,rarely,28,No,80
1102,Research & Development,analyst,Research Scientist,2,rarely,5,No,80
1103,Sales,associate,Sales Representative,2,rarely,2,Yes,80
1104,Sales,analyst,Sales Executive,2,rarely,16,No,80
1105,Research & Development,associate,Research Scientist,2,rarely,9,No,80
1106,Sales,analyst,Sales Executive,2,rarely,8,No,80
1107,Sales,analyst,Sales Executive,2,rarely,1,No,80
1108,Human Resources,analyst,Human Resources,3,frequently,10,No,80
1109,Research & Development,associate,Laboratory Technician,2,rarely,1,No,80
1110,Sales,specialist,Sales Executive,2,rarely,29,No,80
1111,Research & Development,associate,Laboratory Technician,2,rarely,2,Yes,80
1112,Research & Development,specialist,Manufacturing Director,2,rarely,2,No,80
1113,Research & Development,analyst,Manufacturing Director,2,rarely,2,No,80
1114,Research & Development,analyst,Research Scientist,1,non travel,1,No,80
1115,Research & Development,associate,Research Scientist,2,rarely,15,No,80
1116,Research & Development,associate,Research Scientist,2,rarely,7,No,80
1117,Sales,director,Manager,2,rarely,26,No,80
1118,Research & Development,analyst,Research Scientist,2,rarely,1,No,80
1119,Research & Development,associate,Research Scientist,2,rarely,3,No,80
1120,Sales,analyst,Sales Executive,2,rarely,14,No,80
1121,Sales,analyst,Sales Executive,2,rarely,16,No,80
1122,Sales,analyst,Sales Executive,2,rarely,1,No,80
1123,Research & Development,associate,Laboratory Technician,2,rarely,3,Yes,80
1124,Research & Development,analyst,Healthcare Representative,2,rarely,10,Yes,80
1125,Sales,specialist,Sales Executive,2,rarely,6,No,80
1126,Research & Development,analyst,Healthcare Representative,3,frequently,2,No,80
1127,Sales,director,Manager,2,rarely,9,Yes,80
1128,Research & Development,associate,Research Scientist,2,rarely,10,No,80
1129,Research & Development,analyst,Laboratory Technician,3,frequently,6,Yes,80
1130,Research & Development,director,Manager,2,rarely,9,No,80
1131,Research & Development,analyst,Laboratory Technician,2,rarely,28,No,80
1132,Research & Development,analyst,Healthcare Representative,3,frequently,10,No,80
1133,Sales,analyst,Sales Executive,2,rarely,14,No,80
1134,Research & Development,associate,Laboratory Technician,2,rarely,27,No,80
1135,Research & Development,associate,Laboratory Technician,2,rarely,7,No,80
1136,Sales,manager,Manager,2,rarely,1,No,80
1137,Research & Development,associate,Laboratory Technician,2,rarely,24,Yes,80
1138,Research & Development,associate,Research Scientist,1,non travel,26,Yes,80
1139,Research & Development,manager,Healthcare Representative,3,frequently,20,Yes,80
1140,Research & Development,associate,Research Scientist,2,rarely,5,No,80
1141,Research & Development,director,Research Director,2,rarely,7,Yes,80
1142,Research & Development,associate,Research Scientist,2,rarely,7,No,80
1143,Research & Development,analyst,Laboratory Technician,2,rarely,5,Yes,80
1144,Sales,analyst,Sales Executive,1,non travel,26,No,80
1145,Sales,analyst,Sales Executive,3,frequently,2,No,80
1146,Research & Development,analyst,Manufacturing Director,2,rarely,12,Yes,80
1147,Research & Development,analyst,Manufacturing Director,3,frequently,10,No,80
1148,Research & Development,associate,Laboratory Technician,2,rarely,25,No,80
1149,Research & Development,analyst,Manufacturing Director,2,rarely,10,No,80
1150,Research & Development,associate,Laboratory Technician,2,rarely,19,No,80
1151,Research & Development,analyst,Research Scientist,2,rarely,18,No,80
1152,Research & Development,analyst,Manufacturing Director,2,rarely,27,No,80
1153,Research & Development,associate,Research Scientist,2,rarely,5,No,80
1154,Sales,associate,Sales Representative,3,frequently,3,Yes,80
1155,Human Resources,director,Manager,2,rarely,26,No,80
1156,Research & Development,analyst,Laboratory Technician,2,rarely,3,No,80
1157,Research & Development,specialist,Manufacturing Director,2,rarely,15,No,80
1158,Research & Development,analyst,Healthcare Representative,1,non travel,8,No,80
1159,Research & Development,analyst,Manufacturing Director,2,rarely,19,No,80
1160,Research & Development,analyst,Manufacturing Director,3,frequently,4,No,80
1161,Research & Development,analyst,Manufacturing Director,2,rarely,2,No,80
1162,Research & Development,specialist,Manufacturing Director,2,rarely,2,Yes,80
1163,Sales,specialist,Sales Executive,2,rarely,10,No,80
1164,Research & Development,associate,Research Scientist,2,rarely,10,No,80
1165,Research & Development,specialist,Manufacturing Director,2,rarely,16,Yes,80
1166,Human Resources,analyst,Human Resources,3,frequently,1,Yes,80
1167,Research & Development,manager,Manager,3,frequently,4,No,80
1168,Sales,analyst,Sales Executive,2,rarely,15,Yes,80
1169,Research & Development,associate,Research Scientist,3,frequently,2,Yes,80
1170,Research & Development,associate,Research Scientist,2,rarely,8,No,80
1171,Research & Development,associate,Research Scientist,3,frequently,2,No,80
1172,Research & Development,associate,Laboratory Technician,2,rarely,7,Yes,80
1173,Sales,analyst,Sales Executive,2,rarely,10,No,80
1174,Research & Development,specialist,Healthcare Representative,2,rarely,5,No,80
1175,Research & Development,analyst,Manufacturing Director,3,frequently,2,No,80
1176,Research & Development,analyst,Manufacturing Director,2,rarely,12,No,80
1177,Research & Development,manager,Research Director,2,rarely,22,No,80
1178,Research & Development,specialist,Research Director,2,rarely,17,No,80
1179,Sales,associate,Sales Representative,2,rarely,2,No,80
1180,Research & Development,analyst,Research Scientist,2,rarely,3,No,80
1181,Research & Development,associate,Laboratory Technician,2,rarely,7,No,80
1182,Research & Development,manager,Healthcare Representative,2,rarely,6,Yes,80
1183,Research & Development,analyst,Manufacturing Director,1,non travel,1,No,80
1184,Research & Development,analyst,Healthcare Representative,2,rarely,3,No,80
1185,Research & Development,manager,Manager,2,rarely,22,No,80
1186,Research & Development,manager,Research Director,2,rarely,15,No,80
1187,Sales,analyst,Sales Executive,3,frequently,12,Yes,80
1188,Research & Development,analyst,Research Scientist,3,frequently,1,No,80
1189,Sales,analyst,Sales Executive,2,rarely,5,Yes,80
1190,Sales,analyst,Sales Executive,2,rarely,2,No,80
1191,Research & Development,analyst,Research Scientist,2,rarely,2,No,80
1192,Sales,analyst,Sales Executive,2,rarely,5,No,80
1193,Research & Development,associate,Laboratory Technician,2,rarely,16,Yes,80
1194,Research & Development,associate,Laboratory Technician,3,frequently,2,No,80
1195,Sales,manager,Manager,2,rarely,2,No,80
1196,Research & Development,manager,Manager,2,rarely,1,No,80
1197,Sales,specialist,Sales Executive,2,rarely,23,Yes,80
1198,Sales,associate,Sales Representative,2,rarely,9,No,80
1199,Sales,analyst,Sales Executive,1,non travel,16,Yes,80
1200,Research & Development,analyst,Healthcare Representative,2,rarely,26,No,80
1201,Human Resources,associate,Human Resources,2,rarely,1,Yes,80
1202,Research & Development,associate,Laboratory Technician,2,rarely,8,Yes,80
1203,Research & Development,associate,Laboratory Technician,2,rarely,4,No,80
1204,Research & Development,specialist,Healthcare Representative,2,rarely,24,No,80
1205,Sales,associate,Sales Representative,3,frequently,7,Yes,80
1206,Research & Development,associate,Laboratory Technician,2,rarely,2,No,80
1207,Research & Development,associate,Laboratory Technician,1,non travel,7,No,80
1208,Research & Development,associate,Research Scientist,2,rarely,22,No,80
1209,Research & Development,analyst,Laboratory Technician,2,rarely,5,No,80
1210,Research & Development,specialist,Healthcare Representative,2,rarely,1,No,80
1211,Research & Development,associate,Laboratory Technician,2,rarely,21,No,80
1212,Sales,analyst,Sales Executive,3,frequently,1,No,80
1213,Research & Development,associate,Research Scientist,2,rarely,19,No,80
1214,Sales,associate,Sales Representative,2,rarely,7,Yes,80
1215,Research & Development,specialist,Healthcare Representative,2,rarely,2,Yes,80
1216,Research & Development,associate,Research Scientist,3,frequently,2,Yes,80
1217,Sales,analyst,Sales Executive,2,rarely,2,Yes,80
1218,Research & Development,associate,Research Scientist,2,rarely,9,No,80
1219,Sales,specialist,Sales Executive,2,rarely,6,No,80
1220,Research & Development,associate,Laboratory Technician,2,rarely,9,No,80
1221,Sales,analyst,Sales Representative,2,rarely,2,No,80
1222,Research & Development,specialist,Healthcare Representative,1,non travel,1,No,80
1223,Human Resources,associate,Human Resources,2,rarely,22,No,80
1224,Sales,manager,Sales Executive,3,frequently,9,No,80
1225,Research & Development,associate,Laboratory Technician,2,rarely,17,No,80
1226,Research & Development,manager,Research Director,2,rarely,28,No,80
1227,Research & Development,associate,Research Scientist,3,frequently,10,No,80
1228,Research & Development,associate,Laboratory Technician,2,rarely,2,No,80
1229,Human Resources,analyst,Human Resources,1,non travel,4,No,80
1230,Research & Development,analyst,Manufacturing Director,2,rarely,8,Yes,80
1231,Research & Development,associate,Laboratory Technician,2,rarely,29,No,80
1232,Research & Development,analyst,Healthcare Representative,2,rarely,13,No,80
1233,Research & Development,analyst,Manufacturing Director,2,rarely,27,No,80
1234,Research & Development,associate,Research Scientist,2,rarely,16,No,80
1235,Sales,analyst,Sales Executive,1,non travel,2,No,80
1236,Sales,specialist,Sales Executive,2,rarely,2,Yes,80
1237,Sales,analyst,Sales Executive,2,rarely,13,Yes,80
1238,Sales,analyst,Sales Executive,2,rarely,1,No,80
1239,Research & Development,associate,Laboratory Technician,2,rarely,4,No,80
1240,Research & Development,analyst,Manufacturing Director,3,frequently,24,No,80
1241,Research & Development,analyst,Laboratory Technician,1,non travel,1,Yes,80
1242,Sales,specialist,Sales Executive,2,rarely,19,No,80
1243,Sales,director,Manager,2,rarely,7,No,80
1244,Human Resources,specialist,Human Resources,2,rarely,4,No,80
1245,Research & Development,associate,Research Scientist,3,frequently,2,No,80
1246,Human Resources,associate,Human Resources,3,frequently,10,No,80
1247,Human Resources,associate,Human Resources,3,frequently,8,No,80
1248,Sales,analyst,Sales Executive,2,rarely,5,No,80
1249,Research & Development,associate,Research Scientist,2,rarely,8,No,80
1250,Sales,associate,Sales Representative,2,rarely,9,No,80
1251,Research & Development,analyst,Healthcare Representative,3,frequently,1,Yes,80
1252,Sales,specialist,Sales Executive,2,rarely,15,No,80
1253,Research & Development,associate,Research Scientist,2,rarely,2,Yes,80
1254,Sales,analyst,Sales Executive,1,non travel,2,No,80
1255,Sales,analyst,Sales Executive,2,rarely,11,No,80
1256,Sales,specialist,Sales Executive,2,rarely,16,Yes,80
1257,Research & Development,associate,Laboratory Technician,3,frequently,2,No,80
1258,Sales,specialist,Sales Executive,2,rarely,16,No,80
1259,Research & Development,associate,Research Scientist,2,rarely,4,No,80
1260,Research & Development,analyst,Healthcare Representative,2,rarely,16,No,80
1261,Research & Development,associate,Research Scientist,1,non travel,5,No,80
1262,Research & Development,analyst,Healthcare Representative,2,rarely,18,Yes,80
1263,Research & Development,associate,Research Scientist,3,frequently,17,Yes,80
1264,Research & Development,associate,Laboratory Technician,2,rarely,12,No,80
1265,Research & Development,director,Research Director,2,rarely,2,No,80
1266,Research & Development,analyst,Research Scientist,1,non travel,4,No,80
1267,Research & Development,associate,Laboratory Technician,2,rarely,9,No,80
1268,Sales,analyst,Sales Executive,1,non travel,10,Yes,80
1269,Research & Development,manager,Manufacturing Director,1,non travel,1,Yes,80
1270,Human Resources,associate,Human Resources,2,rarely,2,No,80
1271,Sales,analyst,Sales Executive,2,rarely,3,No,80
1272,Sales,associate,Sales Representative,2,rarely,7,No,80
1273,Research & Development,associate,Laboratory Technician,2,rarely,6,No,80
1274,Research & Development,associate,Laboratory Technician,2,rarely,8,Yes,80
1275,Sales,analyst,Sales Executive,2,rarely,29,No,80
1276,Research & Development,specialist,Manager,2,rarely,3,No,80
1277,Sales,analyst,Sales Executive,2,rarely,9,No,80
1278,Research & Development,director,Research Director,2,rarely,2,Yes,80
1279,Research & Development,specialist,Healthcare Representative,2,rarely,10,Yes,80
1280,Research & Development,associate,Research Scientist,3,frequently,1,Yes,80
1281,Human Resources,analyst,Human Resources,2,rarely,8,No,80
1282,Sales,analyst,Sales Executive,2,rarely,27,Yes,80
1283,Research & Development,associate,Research Scientist,2,rarely,8,No,80
1284,Research & Development,associate,Research Scientist,2,rarely,1,No,80
1285,Research & Development,specialist,Research Director,2,rarely,10,No,80
1286,Sales,analyst,Sales Executive,1,non travel,26,No,80
1287,Research & Development,associate,Laboratory Technician,2,rarely,2,No,80
1288,Research & Development,analyst,Healthcare Representative,2,rarely,13,No,80
1289,Research & Development,analyst,Manufacturing Director,1,non travel,2,No,80
1290,Human Resources,associate,Human Resources,1,non travel,2,No,80
1291,Research & Development,analyst,Laboratory Technician,3,frequently,9,No,80
1292,Research & Development,analyst,Manufacturing Director,2,rarely,10,No,80
1293,Sales,analyst,Sales Executive,3,frequently,20,No,80
1294,Research & Development,associate,Research Scientist,1,non travel,9,No,80
1295,Research & Development,analyst,Healthcare Representative,2,rarely,5,No,80
1296,Sales,specialist,Sales Executive,2,rarely,4,Yes,80
1297,Research & Development,specialist,Manufacturing Director,2,rarely,10,No,80
1298,Human Resources,associate,Human Resources,2,rarely,20,Yes,80
1299,Research & Development,analyst,Healthcare Representative,2,rarely,21,No,80
1300,Research & Development,analyst,Healthcare Representative,2,rarely,1,No,80
1301,Sales,analyst,Sales Executive,2,rarely,8,No,80
1302,Sales,manager,Manager,1,non travel,2,No,80
1303,Research & Development,associate,Laboratory Technician,2,rarely,23,No,80
1304,Research & Development,specialist,Manufacturing Director,2,rarely,4,Yes,80
1305,Research & Development,analyst,Healthcare Representative,2,rarely,12,No,80
1306,Research & Development,analyst,Research Scientist,2,rarely,7,No,80
1307,Sales,specialist,Sales Executive,3,frequently,7,No,80
1308,Research & Development,associate,Research Scientist,2,rarely,1,No,80
1309,Sales,analyst,Sales Representative,2,rarely,2,Yes,80
1310,Sales,analyst,Sales Executive,2,rarely,10,No,80
1311,Research & Development,manager,Research Director,3,frequently,15,Yes,80
1312,Research & Development,associate,Research Scientist,1,non travel,14,No,80
1313,Human Resources,associate,Human Resources,2,rarely,18,No,80
1314,Human Resources,associate,Human Resources,2,rarely,13,Yes,80
1315,Sales,analyst,Sales Executive,1,non travel,2,No,80
1316,Research & Development,analyst,Research Scientist,2,rarely,2,Yes,80
1317,Sales,analyst,Sales Executive,3,frequently,2,No,80
1318,Research & Development,associate,Laboratory Technician,3,frequently,5,Yes,80
1319,Research & Development,associate,Laboratory Technician,3,frequently,20,No,80
1320,Sales,analyst,Sales Executive,3,frequently,10,No,80
1321,Research & Development,associate,Research Scientist,1,non travel,10,No,80
1322,Research & Development,associate,Laboratory Technician,2,rarely,9,No,80
1323,Research & Development,specialist,Manufacturing Director,2,rarely,2,No,80
1324,Human Resources,associate,Human Resources,1,non travel,1,No,80
1325,Research & Development,analyst,Healthcare Representative,2,rarely,29,No,80
1326,Research & Development,associate,Laboratory Technician,2,rarely,8,No,80
1327,Sales,analyst,Sales Executive,2,rarely,2,Yes,80
1328,Sales,manager,Sales Executive,2,rarely,3,No,80
1329,Sales,analyst,Sales Representative,2,rarely,23,No,80
1330,Human Resources,associate,Human Resources,2,rarely,6,No,80
1331,Research & Development,director,Manager,2,rarely,6,No,80
1332,Research & Development,director,Research Director,2,rarely,10,No,80
1333,Research & Development,associate,Research Scientist,3,frequently,24,Yes,80
1334,Sales,specialist,Sales Executive,2,rarely,10,No,80
1335,Research & Development,associate,Research Scientist,3,frequently,15,No,80
1336,Research & Development,analyst,Research Scientist,2,rarely,19,No,80
1337,Research & Development,associate,Research Scientist,2,rarely,2,No,80
1338,Sales,associate,Sales Representative,2,rarely,3,No,80
1339,Sales,associate,Sales Representative,2,rarely,9,No,80
1340,Research & Development,associate,Research Scientist,2,rarely,7,Yes,80
1341,Sales,analyst,Sales Executive,2,rarely,10,Yes,80
1342,Research & Development,analyst,Laboratory Technician,2,rarely,20,No,80
1343,Sales,specialist,Sales Executive,2,rarely,4,Yes,80
1344,Research & Development,associate,Laboratory Technician,2,rarely,7,No,80
1345,Research & Development,analyst,Research Scientist,2,rarely,7,Yes,80
