employee_id,attrition,age,age_interval,gender,education,education_cat,education_area,marital_status,department,job_level,job_role,business_travel,business_travel_cat,distance_home,distance_interval,overtime,standard_hours,daily_rate,hourly_rate,monthly_income,monthly_rate,annual_income,companies_worked,salary_hike_per,stock_option,working_years,training_lastyear,years_company,years_curr_role,years_last_promotion,years_curr_manager,environment_satisf,environment_satisf_cat,worklife_balance,worklife_balance_cat,job_involvement,job_involvement_cat,job_satisfaction,job_satisf_cat,performance_rating,performance_rating_cat,relationship_satisf,relationship_satisf_cat
RDO0665,No,36,30-39,Male,1,Below College,Life Sciences,Married,Research & Development,analyst,Healthcare Representative,2,rarely,14,11-15,Yes,80,1425,68,6586,4821,92204,0,17,1,17,2,16,8,4,11,3,High,2,Good,3,High,4,Very High,3,Excellent,1,Low
RDO0666,No,47,40-49,Female,4,Master,Life Sciences,Single,Sales,associate,Sales Representative,2,rarely,2,1-5,Yes,80,1454,65,3294,13137,46116,1,18,0,3,3,3,2,1,2,4,Very High,2,Good,2,Medium,4,Very High,3,Excellent,1,Low
RDO0667,Yes,22,18-29,Female,1,Below College,Life Sciences,Married,Research & Development,analyst,Manufacturing Director,2,rarely,3,1-5,Yes,80,617,34,4171,10022,58394,0,19,1,4,3,3,2,0,2,2,Medium,4,Best,3,High,3,High,3,Excellent,1,Low
RDO0668,Yes,41,40-49,Female,4,Master,Life Sciences,Divorced,Research & Development,associate,Laboratory Technician,2,rarely,2,1-5,Yes,80,1085,57,2778,17725,38892,4,13,1,10,1,7,7,1,0,2,Medium,2,Good,1,Low,4,Very High,3,Excellent,3,High
RDO0669,No,28,18-29,Female,3,Bachelor,Medical,Divorced,Research & Development,associate,Research Scientist,2,rarely,9,6-10,No,80,995,77,2377,9834,33278,5,18,1,6,2,2,2,2,2,3,High,3,Better,3,High,3,High,3,Excellent,2,Medium
RDO0670,Yes,39,30-39,Male,3,Bachelor,Medical,Married,Research & Development,associate,Laboratory Technician,2,rarely,6,6-10,Yes,80,1122,70,2404,4303,33656,7,21,0,8,2,2,2,2,2,4,Very High,1,Bad,3,High,1,Low,4,Outstanding,4,Very High
RDO0671,No,27,18-29,Female,3,Bachelor,Life Sciences,Single,Research & Development,associate,Research Scientist,2,rarely,4,1-5,No,80,618,76,2318,17808,32452,1,19,0,1,2,1,1,0,0,2,Medium,3,Better,3,High,3,High,3,Excellent,3,High
RDO0672,No,34,30-39,Male,3,Bachelor,Life Sciences,Divorced,Research & Development,associate,Laboratory Technician,2,rarely,10,11-15,No,80,546,83,2008,6896,28112,1,14,2,1,3,1,0,1,0,2,Medium,3,Better,3,High,2,Medium,3,Excellent,2,Medium
RDO0673,No,42,40-49,Female,2,College,Medical,Single,Sales,analyst,Sales Executive,2,rarely,14,11-15,No,80,462,68,6244,7824,87416,7,17,0,10,6,5,4,0,3,3,High,3,Better,2,Medium,3,High,3,Excellent,1,Low
RDO0674,No,33,30-39,Male,4,Master,Other,Single,Research & Development,associate,Research Scientist,2,rarely,1,1-5,Yes,80,1198,100,2799,3339,39186,3,11,0,6,1,3,2,0,2,3,High,3,Better,2,Medium,1,Low,3,Excellent,2,Medium
RDO0675,No,58,50-59,Female,3,Bachelor,Technical Degree,Divorced,Research & Development,specialist,Healthcare Representative,2,rarely,5,6-10,Yes,80,1272,37,10552,9255,147728,2,13,1,24,3,6,0,0,4,3,High,3,Better,2,Medium,2,Medium,3,Excellent,4,Very High
RDO0676,No,31,30-39,Male,4,Master,Life Sciences,Married,Sales,associate,Sales Representative,2,rarely,7,6-10,No,80,154,41,2329,11737,32606,3,15,0,13,2,7,7,5,2,2,Medium,4,Best,2,Medium,3,High,3,Excellent,2,Medium
RDO0677,No,35,30-39,Female,1,Below College,Life Sciences,Married,Research & Development,analyst,Healthcare Representative,2,rarely,21,20+,Yes,80,1137,51,4014,19170,56196,1,25,1,10,2,10,6,0,7,4,Very High,1,Bad,3,High,4,Very High,4,Outstanding,4,Very High
RDO0678,No,49,40-49,Female,2,College,Other,Married,Research & Development,specialist,Laboratory Technician,2,rarely,8,6-10,No,80,527,51,7403,22477,103642,4,11,1,29,3,26,9,1,7,1,Low,2,Good,3,High,2,Medium,3,Excellent,3,High
RDO0679,No,48,40-49,Male,4,Master,Medical,Married,Research & Development,associate,Research Scientist,2,rarely,20,20+,No,80,1469,51,2259,5543,31626,4,17,2,13,2,0,0,0,0,4,Very High,2,Good,3,High,3,High,3,Excellent,1,Low
RDO0680,No,31,30-39,Female,2,College,Marketing,Married,Sales,analyst,Sales Executive,1,non travel,20,20+,No,80,1188,45,6932,24406,97048,1,13,1,9,2,9,8,0,0,4,Very High,2,Good,3,High,3,High,3,Excellent,4,Very High
RDO0681,No,36,30-39,Male,4,Master,Other,Single,Research & Development,associate,Research Scientist,2,rarely,7,6-10,No,80,188,65,4678,23293,65492,2,18,0,8,6,6,2,0,1,2,Medium,3,Better,3,High,4,Very High,3,Excellent,3,High
RDO0682,No,38,30-39,Female,3,Bachelor,Technical Degree,Married,Research & Development,specialist,Research Director,2,rarely,1,1-5,No,80,1333,80,13582,16292,190148,1,13,1,15,3,15,12,5,11,4,Very High,3,Better,3,High,1,Low,3,Excellent,2,Medium
RDO0683,No,32,30-39,Female,3,Bachelor,Life Sciences,Married,Research & Development,associate,Laboratory Technician,1,non travel,1,1-5,No,80,1184,70,2332,3974,32648,6,20,0,5,3,3,0,0,2,3,High,3,Better,2,Medium,2,Medium,4,Outstanding,3,High
RDO0684,Yes,25,18-29,Male,2,College,Marketing,Married,Sales,associate,Sales Representative,2,rarely,19,16-20,Yes,80,867,36,2413,18798,33782,1,18,3,1,2,1,0,0,0,3,High,3,Better,2,Medium,2,Medium,3,Excellent,3,High
RDO0685,No,40,40-49,Male,4,Master,Marketing,Divorced,Sales,specialist,Sales Executive,2,rarely,10,11-15,No,80,658,67,9705,20652,135870,2,12,1,11,2,1,0,0,0,1,Low,2,Good,2,Medium,2,Medium,3,Excellent,2,Medium
RDO0686,No,26,18-29,Male,3,Bachelor,Medical,Single,Sales,analyst,Sales Executive,3,frequently,1,1-5,No,80,1283,52,4294,11148,60116,1,12,0,7,2,7,7,0,7,3,High,3,Better,2,Medium,1,Low,3,Excellent,2,Medium
RDO0687,No,41,40-49,Male,3,Bachelor,Medical,Single,Research & Development,associate,Laboratory Technician,2,rarely,6,6-10,Yes,80,263,59,4721,3119,66094,2,13,0,20,3,18,13,2,17,4,Very High,3,Better,3,High,1,Low,3,Excellent,3,High
RDO0688,No,36,30-39,Male,4,Master,Medical,Single,Research & Development,associate,Laboratory Technician,2,rarely,2,1-5,No,80,938,79,2519,12287,35266,4,21,0,16,6,11,8,3,9,3,High,3,Better,3,High,3,High,4,Outstanding,3,High
RDO0689,Yes,19,18-29,Male,3,Bachelor,Other,Single,Sales,associate,Sales Representative,2,rarely,21,20+,Yes,80,419,37,2121,9947,29694,1,13,0,1,3,1,0,0,0,4,Very High,4,Best,2,Medium,2,Medium,3,Excellent,2,Medium
RDO0690,Yes,20,18-29,Male,3,Bachelor,Technical Degree,Single,Research & Development,associate,Laboratory Technician,2,rarely,4,1-5,No,80,129,84,2973,13008,41622,1,19,0,1,2,1,0,0,0,1,Low,3,Better,3,High,1,Low,3,Excellent,2,Medium
RDO0691,No,31,30-39,Female,3,Bachelor,Medical,Married,Research & Development,analyst,Healthcare Representative,2,rarely,12,11-15,Yes,80,616,41,5855,17369,81970,0,11,2,10,2,9,7,8,5,4,Very High,1,Bad,3,High,4,Very High,3,Excellent,3,High
RDO0692,No,40,40-49,Male,4,Master,Medical,Divorced,Research & Development,associate,Research Scientist,3,frequently,9,6-10,Yes,80,1469,35,3617,25063,50638,8,14,1,3,2,1,1,0,0,4,Very High,3,Better,3,High,2,Medium,3,Excellent,4,Very High
RDO0693,No,32,30-39,Female,4,Master,Medical,Married,Research & Development,analyst,Manufacturing Director,2,rarely,3,1-5,No,80,498,93,6725,13554,94150,1,12,1,8,2,8,7,6,3,3,High,4,Best,3,High,1,Low,3,Excellent,3,High
RDO0694,Yes,36,30-39,Male,1,Below College,Life Sciences,Married,Sales,specialist,Sales Executive,2,rarely,3,1-5,Yes,80,530,51,10325,5518,144550,1,11,1,16,6,16,7,3,7,3,High,3,Better,2,Medium,4,Very High,3,Excellent,1,Low
RDO0695,No,33,30-39,Female,3,Bachelor,Life Sciences,Single,Research & Development,analyst,Healthcare Representative,2,rarely,1,1-5,No,80,1069,42,6949,12291,97286,0,14,0,6,3,5,0,1,4,2,Medium,3,Better,2,Medium,4,Very High,3,Excellent,1,Low
RDO0696,Yes,37,30-39,Male,4,Master,Life Sciences,Married,Sales,specialist,Sales Executive,2,rarely,1,1-5,No,80,625,46,10609,14922,148526,5,11,0,17,2,14,1,11,7,1,Low,1,Bad,2,Medium,3,High,3,Excellent,3,High
RDO0697,No,45,40-49,Male,2,College,Life Sciences,Married,Research & Development,analyst,Laboratory Technician,1,non travel,4,1-5,No,80,805,57,4447,23163,62258,1,12,0,9,5,9,7,0,8,3,High,2,Good,3,High,2,Medium,3,Excellent,2,Medium
RDO0698,No,29,18-29,Female,3,Bachelor,Technical Degree,Married,Sales,associate,Sales Representative,3,frequently,20,20+,No,80,1404,84,2157,18203,30198,1,15,1,3,5,3,1,0,2,3,High,3,Better,3,High,4,Very High,3,Excellent,2,Medium
RDO0699,No,35,30-39,Female,3,Bachelor,Medical,Married,Sales,analyst,Sales Executive,2,rarely,18,16-20,No,80,1219,86,4601,6179,64414,1,16,0,5,3,5,2,1,0,3,High,3,Better,3,High,3,High,3,Excellent,2,Medium
RDO0700,No,52,50-59,Male,2,College,Life Sciences,Married,Research & Development,manager,Manager,2,rarely,1,1-5,No,80,1053,70,17099,13829,239386,2,15,1,26,2,9,8,7,8,4,Very High,2,Good,3,High,4,Very High,3,Excellent,2,Medium
RDO0701,Yes,58,50-59,Male,3,Bachelor,Technical Degree,Single,Research & Development,associate,Research Scientist,2,rarely,2,1-5,No,80,289,51,2479,26227,34706,4,24,0,7,4,1,0,0,0,4,Very High,3,Better,3,High,3,High,4,Outstanding,1,Low
RDO0702,No,53,50-59,Male,2,College,Medical,Divorced,Sales,manager,Manager,2,rarely,2,1-5,No,80,1376,45,14852,13938,207928,6,13,1,22,3,17,13,15,2,3,High,4,Best,3,High,3,High,3,Excellent,3,High
RDO0703,No,30,30-39,Male,2,College,Other,Divorced,Sales,specialist,Sales Executive,2,rarely,8,6-10,No,80,231,62,7264,9977,101696,5,11,1,10,2,8,4,7,7,3,High,4,Best,3,High,3,High,3,Excellent,1,Low
RDO0704,No,38,30-39,Female,3,Bachelor,Technical Degree,Single,Sales,analyst,Sales Executive,1,non travel,10,11-15,Yes,80,152,85,5666,19899,79324,1,13,0,6,1,5,3,1,3,3,High,3,Better,3,High,4,Very High,3,Excellent,2,Medium
RDO0705,No,35,30-39,Male,4,Master,Life Sciences,Divorced,Sales,specialist,Sales Executive,2,rarely,3,1-5,No,80,882,92,7823,6812,109522,6,13,1,12,2,10,9,0,8,4,Very High,3,Better,3,High,4,Very High,3,Excellent,2,Medium
RDO0706,No,39,30-39,Male,5,Doctor,Life Sciences,Single,Sales,specialist,Sales Executive,2,rarely,2,1-5,No,80,903,41,7880,2560,110320,0,18,0,9,3,8,7,0,7,1,Low,3,Better,4,Very High,3,High,3,Excellent,4,Very High
RDO0707,Yes,40,40-49,Female,3,Bachelor,Life Sciences,Single,Sales,manager,Sales Executive,1,non travel,24,20+,Yes,80,1479,100,13194,17071,184716,4,16,0,22,2,1,0,0,0,2,Medium,2,Good,4,Very High,2,Medium,3,Excellent,4,Very High
RDO0708,No,47,40-49,Male,4,Master,Medical,Divorced,Research & Development,analyst,Manufacturing Director,3,frequently,16,16-20,Yes,80,1379,64,5067,6759,70938,1,19,0,20,3,19,10,2,7,3,High,4,Best,4,Very High,3,High,3,Excellent,3,High
RDO0709,No,36,30-39,Male,4,Master,Technical Degree,Divorced,Sales,analyst,Sales Executive,1,non travel,8,6-10,No,80,1229,84,5079,25952,71106,4,13,2,12,3,7,7,0,7,1,Low,3,Better,3,High,4,Very High,3,Excellent,4,Very High
RDO0710,Yes,31,30-39,Male,2,College,Medical,Single,Research & Development,associate,Research Scientist,1,non travel,9,6-10,Yes,80,335,46,2321,10322,32494,0,22,0,4,0,3,2,1,2,3,High,3,Better,2,Medium,1,Low,4,Outstanding,1,Low
RDO0711,No,33,30-39,Male,3,Bachelor,Life Sciences,Single,Sales,manager,Manager,1,non travel,17,16-20,No,80,722,38,17444,20489,244216,1,11,0,10,2,10,8,6,0,4,Very High,3,Better,3,High,3,High,3,Excellent,4,Very High
RDO0712,Yes,29,18-29,Female,3,Bachelor,Life Sciences,Single,Research & Development,associate,Research Scientist,2,rarely,10,11-15,Yes,80,906,92,2404,11479,33656,6,20,0,3,5,0,0,0,0,4,Very High,3,Better,2,Medium,1,Low,4,Outstanding,3,High
RDO0713,No,33,30-39,Female,1,Below College,Life Sciences,Single,Research & Development,associate,Research Scientist,2,rarely,13,11-15,No,80,461,53,3452,17241,48328,3,18,0,5,4,3,2,0,2,2,Medium,3,Better,3,High,4,Very High,3,Excellent,1,Low
RDO0714,No,45,40-49,Female,4,Master,Medical,Divorced,Research & Development,associate,Laboratory Technician,2,rarely,1,1-5,No,80,974,91,2270,11005,31780,3,14,2,8,2,5,3,0,2,4,Very High,3,Better,3,High,4,Very High,3,Excellent,4,Very High
RDO0715,No,50,50-59,Male,2,College,Medical,Divorced,Research & Development,manager,Research Director,2,rarely,1,1-5,No,80,1126,66,17399,6615,243586,9,22,1,32,1,5,4,1,3,4,Very High,2,Good,3,High,4,Very High,4,Outstanding,3,High
RDO0716,No,33,30-39,Female,4,Master,Other,Married,Research & Development,analyst,Healthcare Representative,3,frequently,1,1-5,Yes,80,827,84,5488,20161,76832,1,13,1,6,2,6,5,1,2,3,High,3,Better,4,Very High,2,Medium,3,Excellent,1,Low
RDO0717,No,41,40-49,Male,3,Bachelor,Medical,Divorced,Research & Development,director,Research Director,3,frequently,9,6-10,No,80,840,64,19419,3735,271866,2,17,1,21,2,18,16,0,11,1,Low,4,Best,3,High,3,High,3,Excellent,2,Medium
RDO0718,No,27,18-29,Female,4,Master,Technical Degree,Married,Research & Development,associate,Laboratory Technician,2,rarely,16,16-20,No,80,1134,37,2811,12086,39354,9,14,1,4,2,2,2,2,2,3,High,3,Better,3,High,2,Medium,3,Excellent,2,Medium
RDO0719,No,45,40-49,Male,2,College,Life Sciences,Married,Research & Development,analyst,Laboratory Technician,1,non travel,23,20+,Yes,80,248,42,3633,14039,50862,1,15,1,9,2,9,8,0,8,4,Very High,3,Better,3,High,1,Low,3,Excellent,3,High
RDO0720,No,47,40-49,Female,2,College,Life Sciences,Single,Sales,analyst,Sales Executive,2,rarely,4,1-5,Yes,80,955,83,4163,8571,58282,1,17,0,9,0,9,0,0,7,4,Very High,3,Better,3,High,4,Very High,3,Excellent,3,High
RDO0721,Yes,30,30-39,Female,3,Bachelor,Life Sciences,Married,Research & Development,associate,Research Scientist,2,rarely,22,20+,Yes,80,138,48,2132,11539,29848,4,11,0,7,2,5,2,0,1,1,Low,3,Better,3,High,3,High,3,Excellent,2,Medium
RDO0722,No,50,50-59,Male,3,Bachelor,Life Sciences,Married,Research & Development,manager,Manufacturing Director,2,rarely,24,20+,Yes,80,939,95,13973,4161,195622,3,18,1,22,2,12,11,1,5,4,Very High,3,Better,3,High,3,High,3,Excellent,4,Very High
RDO0723,No,38,30-39,Male,1,Below College,Medical,Married,Research & Development,associate,Research Scientist,3,frequently,10,11-15,No,80,1391,66,2684,12127,37576,0,17,1,3,0,2,1,0,2,3,High,2,Good,3,High,3,High,3,Excellent,2,Medium
RDO0724,No,46,40-49,Male,2,College,Medical,Divorced,Research & Development,specialist,Manufacturing Director,2,rarely,7,6-10,No,80,566,75,10845,24208,151830,6,13,1,13,3,8,7,0,7,4,Very High,3,Better,3,High,3,High,3,Excellent,2,Medium
RDO0725,No,24,18-29,Female,1,Below College,Medical,Divorced,Research & Development,analyst,Manufacturing Director,2,rarely,17,16-20,No,80,1206,41,4377,24117,61278,1,15,2,5,6,4,2,3,2,4,Very High,3,Better,2,Medium,3,High,3,Excellent,2,Medium
RDO0726,Yes,35,30-39,Male,4,Master,Other,Divorced,Research & Development,associate,Laboratory Technician,2,rarely,14,11-15,Yes,80,622,39,3743,10074,52402,1,24,1,5,2,4,2,0,2,3,High,1,Bad,2,Medium,2,Medium,4,Outstanding,4,Very High
RDO0727,No,31,30-39,Female,1,Below College,Life Sciences,Married,Research & Development,analyst,Manufacturing Director,3,frequently,1,1-5,No,80,853,96,4148,11275,58072,1,12,1,4,1,4,3,0,3,3,High,3,Better,3,High,1,Low,3,Excellent,3,High
RDO0728,No,18,18-29,Male,2,College,Life Sciences,Single,Research & Development,associate,Research Scientist,1,non travel,5,6-10,No,80,287,73,1051,13493,14714,1,15,0,0,2,0,0,0,0,2,Medium,3,Better,3,High,4,Very High,3,Excellent,4,Very High
RDO0729,No,54,50-59,Female,3,Bachelor,Technical Degree,Married,Research & Development,specialist,Manufacturing Director,2,rarely,17,16-20,No,80,1441,56,10739,13943,150346,8,11,1,22,2,10,7,0,8,3,High,3,Better,3,High,3,High,3,Excellent,3,High
RDO0730,No,35,30-39,Female,4,Master,Medical,Divorced,Research & Development,specialist,Healthcare Representative,2,rarely,25,20+,Yes,80,583,57,10388,6975,145432,1,11,1,16,3,16,10,10,1,3,High,2,Good,3,High,3,High,3,Excellent,3,High
RDO0731,No,30,30-39,Female,2,College,Life Sciences,Married,Research & Development,specialist,Research Director,2,rarely,8,6-10,Yes,80,153,73,11416,17802,159824,0,12,3,9,4,8,7,1,7,2,Medium,2,Good,4,Very High,1,Low,3,Excellent,3,High
RDO0732,Yes,20,18-29,Female,3,Bachelor,Medical,Single,Research & Development,associate,Research Scientist,2,rarely,11,11-15,Yes,80,1097,98,2600,18275,36400,1,15,0,1,2,1,0,0,0,4,Very High,3,Better,2,Medium,1,Low,3,Excellent,1,Low
RDO0733,Yes,30,30-39,Female,3,Bachelor,Medical,Single,Research & Development,associate,Laboratory Technician,3,frequently,5,6-10,No,80,109,60,2422,25725,33908,0,17,0,4,3,3,2,1,2,2,Medium,3,Better,3,High,2,Medium,3,Excellent,1,Low
RDO0734,No,26,18-29,Male,2,College,Medical,Married,Research & Development,analyst,Manufacturing Director,2,rarely,2,1-5,No,80,1066,32,5472,3334,76608,1,12,0,8,2,8,7,1,3,4,Very High,3,Better,4,Very High,4,Very High,3,Excellent,2,Medium
RDO0735,No,22,18-29,Male,1,Below College,Life Sciences,Married,Research & Development,associate,Laboratory Technician,2,rarely,8,6-10,No,80,217,94,2451,6881,34314,1,15,1,4,3,4,3,1,1,2,Medium,2,Good,1,Low,1,Low,3,Excellent,1,Low
RDO0736,No,48,40-49,Male,3,Bachelor,Life Sciences,Single,Research & Development,analyst,Healthcare Representative,2,rarely,6,6-10,No,80,277,97,4240,13119,59360,2,13,0,19,0,2,2,2,2,1,Low,3,Better,2,Medium,3,High,3,Excellent,4,Very High
RDO0737,No,48,40-49,Male,4,Master,Life Sciences,Single,Research & Development,specialist,Healthcare Representative,2,rarely,4,1-5,No,80,1355,78,10999,22245,153986,7,14,0,27,3,15,11,4,8,3,High,3,Better,2,Medium,3,High,3,Excellent,2,Medium
RDO0738,No,41,40-49,Female,2,College,Medical,Single,Research & Development,analyst,Manufacturing Director,2,rarely,7,6-10,No,80,549,42,5003,23371,70042,6,14,0,8,6,2,2,2,1,4,Very High,3,Better,3,High,3,High,3,Excellent,2,Medium
RDO0739,No,39,30-39,Female,1,Below College,Life Sciences,Married,Research & Development,manager,Manufacturing Director,2,rarely,1,1-5,No,80,466,65,12742,7060,178388,1,16,1,21,3,21,6,11,8,4,Very High,3,Better,2,Medium,4,Very High,3,Excellent,3,High
RDO0740,No,27,18-29,Female,4,Master,Life Sciences,Married,Research & Development,analyst,Manufacturing Director,2,rarely,2,1-5,No,80,1055,47,4227,4658,59178,0,18,1,4,2,3,2,2,2,1,Low,3,Better,3,High,4,Very High,3,Excellent,2,Medium
RDO0741,No,35,30-39,Male,3,Bachelor,Other,Divorced,Research & Development,associate,Laboratory Technician,2,rarely,10,11-15,No,80,802,45,3917,9541,54838,1,20,1,3,4,3,2,1,2,2,Medium,2,Good,3,High,4,Very High,4,Outstanding,1,Low
RDO0742,No,42,40-49,Male,2,College,Marketing,Married,Sales,director,Manager,2,rarely,5,6-10,No,80,265,90,18303,7770,256242,6,13,0,21,3,1,0,0,0,4,Very High,4,Best,3,High,3,High,3,Excellent,2,Medium
RDO0743,No,50,50-59,Male,3,Bachelor,Life Sciences,Married,Research & Development,associate,Laboratory Technician,2,rarely,9,6-10,No,80,804,64,2380,20165,33320,4,18,0,8,5,1,0,0,0,1,Low,3,Better,3,High,4,Very High,3,Excellent,2,Medium
RDO0744,No,59,50-59,Female,3,Bachelor,Life Sciences,Single,Research & Development,manager,Manufacturing Director,2,rarely,2,1-5,Yes,80,715,69,13726,21829,192164,3,13,0,30,4,5,3,4,3,3,High,3,Better,2,Medium,4,Very High,3,Excellent,1,Low
RDO0745,Yes,37,30-39,Female,2,College,Medical,Married,Research & Development,analyst,Healthcare Representative,2,rarely,11,11-15,No,80,1141,61,4777,14382,66878,5,15,0,15,2,1,0,0,0,1,Low,1,Bad,1,Low,2,Medium,3,Excellent,1,Low
RDO0746,No,55,50-59,Male,4,Master,Medical,Married,Research & Development,analyst,Healthcare Representative,3,frequently,18,16-20,Yes,80,135,62,6385,12992,89390,3,14,2,17,3,8,7,6,7,3,High,3,Better,3,High,2,Medium,3,Excellent,4,Very High
RDO0747,No,41,40-49,Female,1,Below College,Life Sciences,Divorced,Research & Development,director,Research Director,1,non travel,7,6-10,No,80,247,55,19973,20284,279622,1,22,2,21,3,21,16,5,10,2,Medium,3,Better,1,Low,3,High,4,Outstanding,2,Medium
RDO0748,No,38,30-39,Male,4,Master,Life Sciences,Single,Sales,analyst,Sales Executive,2,rarely,3,1-5,Yes,80,1035,42,6861,4981,96054,8,12,0,19,1,1,0,0,0,2,Medium,3,Better,3,High,4,Very High,3,Excellent,3,High
RDO0749,Yes,26,18-29,Male,2,College,Medical,Single,Sales,analyst,Sales Executive,1,non travel,29,20+,No,80,265,79,4969,21813,69566,8,18,0,7,6,2,2,2,2,2,Medium,3,Better,1,Low,1,Low,3,Excellent,4,Very High
RDO0750,Yes,52,50-59,Female,1,Below College,Marketing,Married,Sales,director,Manager,2,rarely,2,1-5,No,80,266,57,19845,25846,277830,1,15,1,33,3,32,14,6,9,1,Low,3,Better,1,Low,4,Very High,3,Excellent,4,Very High
RDO0751,No,44,40-49,Female,3,Bachelor,Medical,Married,Sales,manager,Sales Executive,2,rarely,28,20+,Yes,80,1448,53,13320,11737,186480,3,18,1,23,2,12,11,11,11,4,Very High,3,Better,4,Very High,4,Very High,3,Excellent,3,High
RDO0752,No,50,50-59,Female,3,Bachelor,Life Sciences,Married,Sales,analyst,Sales Executive,1,non travel,1,1-5,No,80,145,95,6347,24920,88858,0,12,1,19,3,18,7,0,13,4,Very High,3,Better,3,High,3,High,3,Excellent,1,Low
RDO0753,Yes,36,30-39,Female,4,Master,Life Sciences,Single,Research & Development,associate,Laboratory Technician,2,rarely,16,16-20,No,80,885,43,2743,8269,38402,1,16,0,18,1,17,13,15,14,3,High,3,Better,4,Very High,1,Low,3,Excellent,3,High
RDO0754,No,39,30-39,Female,3,Bachelor,Medical,Single,Research & Development,specialist,Manufacturing Director,3,frequently,22,20+,Yes,80,945,82,10880,5083,152320,1,13,0,21,2,21,6,2,8,4,Very High,3,Better,3,High,1,Low,3,Excellent,3,High
RDO0755,No,33,30-39,Female,1,Below College,Life Sciences,Single,Sales,associate,Sales Representative,1,non travel,8,6-10,No,80,1038,88,2342,21437,32788,0,19,0,3,2,2,2,2,2,2,Medium,2,Good,2,Medium,4,Very High,3,Excellent,4,Very High
RDO0756,No,45,40-49,Female,2,College,Life Sciences,Married,Sales,manager,Manager,2,rarely,11,11-15,No,80,1234,90,17650,5404,247100,3,13,1,26,4,9,3,1,1,4,Very High,4,Best,3,High,4,Very High,3,Excellent,2,Medium
RDO0757,No,32,30-39,Female,4,Master,Medical,Single,Research & Development,associate,Laboratory Technician,1,non travel,29,20+,No,80,1109,69,4025,11135,56350,9,12,0,10,2,8,7,7,7,4,Very High,3,Better,3,High,3,High,3,Excellent,2,Medium
RDO0758,No,34,30-39,Male,4,Master,Marketing,Divorced,Sales,analyst,Sales Executive,2,rarely,1,1-5,No,80,216,75,9725,12278,136150,0,11,1,16,2,15,1,0,9,2,Medium,2,Good,4,Very High,4,Very High,3,Excellent,4,Very High
RDO0759,No,59,50-59,Male,2,College,Technical Degree,Married,Sales,specialist,Manager,2,rarely,1,1-5,Yes,80,1089,66,11904,11038,166656,3,14,1,14,1,6,4,0,4,2,Medium,1,Bad,3,High,4,Very High,3,Excellent,3,High
RDO0760,No,45,40-49,Male,4,Master,Medical,Single,Human Resources,associate,Human Resources,2,rarely,24,20+,No,80,788,36,2177,8318,30478,1,16,0,6,3,6,3,0,4,2,Medium,3,Better,3,High,2,Medium,3,Excellent,1,Low
RDO0761,No,53,50-59,Female,3,Bachelor,Marketing,Married,Sales,specialist,Sales Executive,3,frequently,2,1-5,No,80,124,38,7525,23537,105350,2,12,1,30,2,15,7,6,12,3,High,3,Better,2,Medium,2,Medium,3,Excellent,1,Low
RDO0762,Yes,36,30-39,Male,3,Bachelor,Other,Divorced,Research & Development,analyst,Laboratory Technician,2,rarely,15,16-20,No,80,660,81,4834,7858,67676,7,14,1,9,3,1,0,0,0,1,Low,2,Good,3,High,3,High,3,Excellent,2,Medium
RDO0763,Yes,26,18-29,Male,3,Bachelor,Life Sciences,Married,Research & Development,associate,Research Scientist,3,frequently,2,1-5,Yes,80,342,57,2042,15346,28588,6,14,1,6,2,3,2,1,2,1,Low,3,Better,3,High,1,Low,3,Excellent,2,Medium
RDO0764,No,34,30-39,Female,4,Master,Life Sciences,Married,Sales,associate,Sales Representative,2,rarely,10,11-15,Yes,80,1333,87,2220,18410,31080,1,19,1,1,2,1,1,0,0,3,High,3,Better,3,High,3,High,3,Excellent,4,Very High
RDO0765,No,28,18-29,Male,1,Below College,Medical,Married,Sales,associate,Sales Representative,2,rarely,10,11-15,No,80,1144,74,1052,23384,14728,1,22,0,1,5,1,0,0,0,4,Very High,3,Better,3,High,2,Medium,4,Outstanding,2,Medium
RDO0766,No,38,30-39,Male,4,Master,Other,Married,Research & Development,associate,Research Scientist,3,frequently,3,1-5,No,80,1186,44,2821,2997,39494,3,16,1,8,2,2,2,2,2,3,High,3,Better,3,High,3,High,3,Excellent,1,Low
RDO0767,No,50,50-59,Male,4,Master,Medical,Married,Research & Development,director,Research Director,2,rarely,2,1-5,Yes,80,1464,62,19237,12853,269318,2,11,1,29,2,8,1,7,7,2,Medium,2,Good,3,High,3,High,3,Excellent,4,Very High
RDO0768,No,37,30-39,Female,3,Bachelor,Other,Single,Research & Development,analyst,Healthcare Representative,2,rarely,3,1-5,No,80,124,35,4107,13848,57498,3,15,0,8,3,4,3,0,1,4,Very High,2,Good,3,High,2,Medium,3,Excellent,1,Low
RDO0769,No,40,40-49,Male,3,Bachelor,Marketing,Married,Sales,analyst,Sales Executive,2,rarely,26,20+,No,80,300,74,8396,22217,117544,1,14,1,8,3,7,7,7,5,3,High,2,Good,3,High,1,Low,3,Excellent,2,Medium
RDO0770,No,26,18-29,Female,1,Below College,Medical,Divorced,Research & Development,associate,Research Scientist,3,frequently,1,1-5,No,80,921,66,2007,25265,28098,1,13,2,5,5,5,3,1,3,1,Low,3,Better,2,Medium,3,High,3,Excellent,3,High
